Ratings,Reviews
1,"My Experience was not that great hereI have visited this place on last Thursday (this is my first visit to this place).The restaurant is almost full we wait for long time,Finally we got the table after 20 minutes ,Ambience is pretty good........................Coming to the food......................We went for buffet, service is good and the food quality OMG horrible. From soup to dessert ÄòΩÄòΩÄòΩÄòΩÄòΩÄòΩÄòΩEverything was cold soup, starter, main course.I will never recommend this place to anyone.If you are maintaining star category hotel.How can you serve this kind of food to your customer.The service was too slowAmbiance 3/5Food........ 1/5Service.... 1/5Higine...... 1/5Value for money .....0/5"
4,"Went for a team lunch with colleagues today. We had the Lunch buffet. The buffet is approximately 1100 INR per person. Vegetarian food variety wasnÇÑt very impressive (the paapdi chat & vegetable nuggets were good), but the Non vegetarian spread was very very good, especially the Chicken salad, Egg salad, Grilled fish & all fish items. The cuisine included Asian delicacies mainly. The dessert spread was also very good. Loved the ambience, service and the food( me being a hardcore non vegetarian food lover Ç).Would definitely recommend as a good option for team lunches and dinners.Suggestion to the hotel authorities & the chief chef: Please bring in more variety in the Vegetarian category.My rating : 4/5Will I recommend the place: YesWill I visit again: Yes"
4,"Had been here for the team lunch. Ambience is quite nice. Food is good and the buffet spread is amazing. Some how I felt customer service could have been better, hence one star less."
2,"Unbelievable!!!! Horrible!!!! How can a star category hotel offers cold buffet. Not even a single item was hot even hot desserts were also ice cold.Ambience is nice, thus 1* for this. Cream of Tomato soup was okay. I didn't find a proper display of starters. They were meshed up with oriental and continental main course. May be taste was good at the time of fresh preparation. Those were just placed under a heating lamp, not under any hot top to keep the food warm.Another 1* is for salads. Those were good with varieties. Coming to main course varieties were less and all were cold. No prawn item on the buffet. No one was customer service oriented there.Desserts were just okay. Less indian dessert spread. Only ladoo, paneer jalebi, rice kheer and falooda. Rice kheer was ice cold and vermicelli inside falooda was hard. Western dessert spread was also not upto the mark. Ice cream was melted and chocolate pudding was cold.Service was just okay. Table mat, side plates, spoon and fork were dirty too.Not a place to recommend ÄòΩÄòΩFood - 1/5Service - 3/5Ambience - 4/5Value for money - 0/5"
3,The ambience is quite nice full of 5 star vibes. They also gave a complimentary papad basket. But the food was ok-ish at max. Tried salmon caesar salad for the first time and it was a complete disaster. Not sure if that is the case at other places as well. Pasta was also too dry. Service is good with people asking for regular feedbacks.
4,"summary : excellent lunch buffet although a bit expensiveOrder : the lunch BuffetFood (4.5/5): The spread here is excellent; a variety of salads including a mix of vegetarian and nonvegetarian; range of starters , good main course and excellent desserts, at least 10 varieties in fact.Amogst the startera, I especially liked the dahi papdi chat, tangy. Didnt try much of the salads but the chickpea was good. The vegetarian Pizza was best and worth a try ; the base soft, the cheese generous with a variety of toppings. The chicken wings and garlic noodles were ok.There were a couple of other starters but it was time for The main course.The nan was good with the paneer curry; the bhindi was average though. The chicken biryani and veg pulao ended my main course. There is a live counter which serves pasta but I needed space for the desserts.The deserts were spread out with at least 10 varieties; Malpua , the chocolate cake, pastries all totally worth it.Ambiance (4/5) : fine dining ambiance.Value for money (4/5)"
5,"It's always delicious and wonderful here. The hospitality, taste and ambience make it one of favorite place to have my brunch. :-)Harvinder and Mahender you guys are awesome! Keep it up."
4,After being to Aloft brown is t new love for me. Amazing banana cakes & chocolate cupcakes thought the croissant was not as good as it was the last time
5,Had great experience of one night stay @aloft. Really happy with the services provided by staff especially harvinder. He is very polite and helpful for getting things available at disposal.
5,"The Grandiose food fest dedicated for konkani cuisine which started from jan 14th to 25 jan 2019. This Konkan Katta cuisine is all the way from coastal region of mangalore with all kind of authentic Konkani dishes like seafood, exotic vegetables @Nook- multi-cuisine .. food is the key ingredient that makes a fabulous community. Specially Seafood lovers with love this fest. They do have many veg options."
3,"My experience was not that great here, I went with my team on a buffet dinner, I liked the ambiance. The main course and starters were good but I did not like the dessert part. They have a pretty good options on food and drinks."
5,"Perfect place for team and family time. Nice food, superb interior design. Perfect place. You need to enter cessena tech park. It's visible from main road."
2,"Went here for a team dinner and surprisingly it was not a very good experience. It has a good ambience but the you can't go just for ambience, the starters were cold and not very tasty. The main course had a very limited options. The most surprising was even their ice cream was bad. Really disappointed!!!Note: This is the review for the veg buffet."
4,"The well introduced brunch was excellent and had variety of items in the veg as well as non veg brunch .The drinks were also great and the alcoholic package for the brunch was proper mix of drinks and food items, enjoyed a lot ."
5,"Had breakfast buffet which was really awesome in taste... Huge spread,very friendly staff n nice ambience. Enjoyed my day. Would love to visit again§Äî"
4,Had been here for cake mixing event. Had wonderful brunch scene with friends. We enjoyed very much and had lots of fun. Loved their desserts. Chef Aniket Done a wonderful job.
5,"What would you do if someone said eat all you can and then pay whatever you want? Dream come true rytÄö this place is just like that.. The breakfast buffet.. The spread is so huge.. The food is amazing.. So is the ambience and the service but the best part is you get all this for just 295rs all inclusive.. Thats where it becomes a dream come true. The spread is so huge and food is soo good.. You will yourself feel 300rs is too less for all this.I wouldn't mind going here every sunday, cause with all that variety at that price.. Its always a great deal."
4,Came here for my orientation for the new job. One of the few restaurants that does the aesthetics and the food presentation right. Every food item is in the right location. Separated but not too far. You always know what you are looking for. Desserts are good but the buffet items were missing key dishes. Felt there could have been a few more items on the menu.
5,"I was here last weekend for a lavish Sunday Brunch at poolside followed by a Christmas cake mixing ceremony. I always enjoy my visit to any of the Marriott properties. The staffs at Marriott hotels are very professional and best when it comes to unparallel hospitality. At Aloft also the story is no different. The Execute Chef - Aniket Das and his team made a fabulous ÇBrunch by the BlueÇÑ spread which left us with no words.A sunny afternoon at the beautiful poolside with live music and sparkling wine in my hand made me hungry enough to check out the live food counters. There were separate sections for salads, Cheese and bread, Italian, Chinese, Grill stations (for Veg, non ÇÄ veg and seafood), Main course and desserts.I tried a small plate of mixed salads, Chicken roulade, spicy grilled chicken & prawns, and a portion of chicken and mushroom pizza. For the main course, I tried Chicken Biryani, Kadhi Pakoda, and Dal. By then I heard a lot about the main course especially for the Meen Kulambu and Nalli Nihaari. Sadly I couldnÇÑt try those as we getting late for the cake mixing ceremony.If not for any other dishes, just go for this brunch only for their desserts. It was pure art in different forms, colors, flavors, and shapes. We always go gaga over International Chefs who create beautiful pastries. We should learn to appreciate our local Chefs first. They are so talented and can match the International standards for sure. Everything was so heavenly especially the Macarons, Orange Delice and Mango Entremet ÇÄ French desserts at its best. Overall I enjoyed a great brunch in recent times. They also had Indian desserts like Rasgulla, barfi, and lot more."
5,"Soak some sunshine with a wide spread of lipsmacking menu by pool-side curated by chef Aniket. Yesterday I enjoyed my Sunday brunch followed by a cake-mixing event there. Live music to sooth your soul around the pool with a breezy air. The place is perfect for Family too.you can relax in the pool with a glass of sparkling wine While enjoying some delicious seafood preparations from the live counter. They also have Live Pasta counters , Pancakes , salads and Indian traditional Delicacies that you can't miss them at all. The desserts table was so colorful and every piece of that was worthy to try. Loved my experience and would surely like to recommend.Food - 5/5Ambience- 5/5"
5,"Sumptuous breakfast, Good spread, Kicker value for money, Pleasant staff. We had a great time. It was not crowded either. Kids ran around enjoying the open spaces around."
5,"We went there last week for dinner and we all loved the food and service. Place looks beautiful, waiters were helpful. Over all good experience."
5,"Hello Raju, thank you for your great, humble service! Keep doing better!This place is excellent for an early breakfast. It's got the right menu with a balance of everything."
3,"The service was too slow. The starters tasted the best in all of our orders. We had ordered a pasta which was too chewy and too dry, we had to ask the chef a couple of times to make it better. In main course the murg musallam was too bland in taste. Not the best place for main course."
4,A superb spread of buffet and a very dignified ambiance with a good staff .Food - amazingSpread - unique and good qualitySitting - as per standards of aloft
5,"One of the best place to visit, Loved the ambience and the food!I would rate 9/10 for the ambience. Starting with the food, the platter for veg was daumn good, it had all the veg starters in it One gravy was sufficient for 4 of them. Make sure you choose the best with the help of Bharath, finally loved the desert which was made specially for me. Just look into my photos for the identity. At last happy food!"
5,One of the best place to visit..... It has amazing food and excellent service thanks shubham really appreciate... Keep doing the same work... All the best
5,Awesome place one must visit thanks Kamal for such a lovely experience will be looking forward to see you soon ...the is too good must try rawa dosa it's the best ....
5,I came for breakfast today .... must say huge selection of food ..... on top of service was acting as a cherry on the cake ...thanks to kamal for it ...
2,"Been here for a team lunch and i felt we shouldnÇÑt be visiting here again. I had booked a table for 16 and when we arrived, we were taken to a table of 14. When we asked for a change of table, they just snuck in a couple of chairs and made it 16. It was quite uncomfortable. We werenÇÑt given the drinks menu either and nobody briefed us about the buffet. It was like we were there to fend for ourselves. The food was good but nothing great or special that we wouldnÇÑt find elsewhere. I am going to make sure our team never chooses this place. Very bad service!"
5,"so great, wonderful experience! Aloft is your best choice! Food is good and rich, self-aid breakfast so great, service is so great, The gym also wonderful, you can do sports everday."
5,"Awesome food and ambience Staff is very friendly, Raju , Kajal and Geet were very helpful Highly recommend for Everything especially South Indian!!"
5,One of the best breakfast experiences this side of town for the whole family. We like to come here on Sunday mornings. Amazing service. Raju took special care of us.
5,"It is awesome as always. Delicious food. And the crew members are so kind they will make sure you are having best time there. Thanks to Raju, he suggested many dishes I should try. Good job guys."
5,Great service and food. Unlimited spread of food.The breakfast buffet is totally worth the price. The staff Raju welcomed as very friendly and provided us with great service.I would love to come here again.
5,Very nice breakfast.Very good atmosphere.Good variety of food.Excellent service by RajuAwesome service..highly recommend all the night shift guys to at least have breakfast once
5,It's a nice a place to enjoy with your friends good place thank you and if they can arrange for dj and all then it will be more fun...drinks and food is good thank you
5,We used the Aloft banquets services for our Berkeley program both now and in 2017 December. This gentleman remembered even the chai I had ordered last year . He deserved a standing ovation ! Thank you !its people like these who make businesses worthwhile.
5,Have been here a few times.Very polite and friendly staff. Harvinder took good care of us this time as well. Would love to come back here sometime soon.
5,Great spread! Nice food and great staff..special mention for Harvinder..he is really welcoming.. have a great time Everytime I visit ! Must try
4,Have been eating their breakfast buffet for 5 days and I don't seem to get bored. They have it all. Name the cuisine you get'em all. Tastes beautiful. Staff are very polite and take good care of your order. Special shout out to Mahi.
5,"Visited Aloft this morning and had an amazing breakfast with my family, plenty of dishes to choose from. The food is delicious and plentiful. Harvinder & Mahi were amazing staff who served us. Kudos to the entire team! Will visit again."
5,Amazing place. Had been for the sunday brunch by the poolside.Good food and ambience. They have an array of options. Huge Buffet spread.Cheerful and attentive staff. Would like to appreciate Suman and team (apologies for not remembering the names). Amazing bunch of people. Would definitely visit again.
4,"So we happened to choose this place so as to try out a different option which is closer to the office for our team dinner.Well when we arrived here we were taken back, we were not expecting this big of a hotel inside the tech park which had a good Ambience closer to the office which we never noticed as this is a bit inside.Food wise they have a nice spread and they have South Indian delicacies as well.They should improvise on the taste as well as couple of items were bit bland. But overall the food was fine.It has a cozy and calm atmosphere where you can sit and relax and enjoy your food and drinks.Do note this is not a party place but a proper corporate restaurant, so the crowd is well behaved and polite.The staff here were also very polite and helpful.Well recommended for corporate gatherings and for family gathering where you want to have a calm atmosphere."
5,"We came out for dinner at the Nook restaurant today on the ocassion of my wife's birthday. The food quality, taste and ambience is simply awesome. Kudos to the chef's and the friendly staff that assisted. Special call out for Harvinder. Thanks all."
5,"It's wonderful, Kamal provides good service. All the food is delicious and special. I really like the taste of food here.  All the experiences are great."
5,Awesome breakfast and vibrant decor. Has a wide variety of continental food and a decent selection of indian food as well. Definitely a must if your new to the country and still need time to adjust to the food.
5,We had been here for lunch on Sunday and had a 1+1 offer on main dishes of dine out. It came up to 1200 for 4 of us. It was great fresh food for the price we paid. Really nice place! The staff is brilliant and Mahi at the restaurant took good care of us! Thanks!
5,"Wide open buffet, lots of Western and Indian options. Lots of carb choices and an egg bar.Hervinderbwas very helpful. Jucies and teas abound as you walk the several isles of available nutrition"
5,Wonderful desserts mainly the coconut pandan leaf custard and marble cake.The evening was made very memorable by the staff - mahi in particular.In the food we definitely loved thai red curry and the meizzo platter the hummus was very good
5,ItÇÑs a great place for breakfast . SundayÇÑs are fun for me as my kids love this place . Need toMention that the service is great . Thank you Kajal.there are great varieties of cuisines
5,They are polite and respectful super friendly. Food is amazing and more importantly they have good ambiance.We went for breakfast buffet they serve from South Indian to American cuisine.
5,Harbinger did a great job today. His hospitality was really nice. I love this place. Not only the place we get a top notch service and great spread. This is my 4th visit in last 4 weeks.
5,"Astounding services...Friendly environment... More than expected. Amazing food and a great place to start a day! Staff members named kajol and harmind, not only them but the entire crew was very eco-friendly, would like to visit this place again"
5,"Food and ambience is awesome. Staff is cooperative. You will have lot of option for dinning. Harvinder , guy with high attitude in hospitality and smile on face."
5,Nice buffet spread with good ambience. Dessert selection was great too. Service staffs were excellent. Raju was very polite and helpful. Will come back for sure.
5,We had an awesome time in nook for breakfast buffet. Harwinder Sharma hosted in best way and other staffs too. I am very happy with services and food quality's.
5,The place is really nice. The breakfast spread was very elaborate and none of the dishes disappointed.Raju and Harvinder were extremely cordial and served us really well.
5,Wonderful service and a great breakfast spread. Quick for the business guest and relaxing for the holidayers! Special thanks to my server Raju and Harvinder who is 2 steps ahead in service and knows my breakfast routine better than me!
5,Raju helped me with the selections and a great host. The breakfast buffet is pretty good with amazing selections. They have a live dosa counter and omelette counter.
5,Extremely classy place to be at.We were treated well by Bharat Rawat. Quite pleased with his hospitality!†We ordered arabic mezze and buttermilk chicken bite with our red and white wine.
5,"Awesome. I stayed at hotel for 10 days and it was so nice.ItÇÑs a new hotel, so it has very clean rooms and nice facilities such as a gym and swiming pool and so on. Foods are also very nice."
5,We had a great movement at Aloft Hotel.. really like the food choices they have for varity of food n beverage we'r really enjoy with staff... Specially thanks to Bharat n Ankur n Raju... We'll coming soon....
4,"I went to Nook just to try their breakfast buffet. Priced at 250+taxes, this is one of the best breakfast buffets available in the area, and possibly in the entire city. And the ambience of the restaurant is amazing, one of the best I have seen. Really colourful and vibrant and lively, it wakes you up and puts a smile on your face.Their spread is really good and has enough options to satisfy both Indian and non-Indian guests. The staff here is quite friendly and try to fulfill your requests and provide help without asking.The only thing I didn't like was the Kiwi ÇíYoghurt which was too strong and the Waffles which had a raw eggy taste. Other than that everything was fine.Special thanks to Harvinder for his polite nature and helpful attitude. Would definitely visit again !!"
5,"The buffet spread was very good and eye appealing . I loved the place and it's decor , people at restaurant are polite and good . Thank you ∫Øè"
5,"So I Was here for breakfast this morning, and there is wide variety of food choices. A big shoutout to the amazing and friendly staff :) one stopped me just in time from adding salt to my coffee :)"
2,"Last weekend (19th Aug) since the weather was cloudy during evening , I was craving for good cup of cappuccino so after looking for few nearby options (near my home) we settled for Aloft. I have been there before thrice and liked their food and hospitality but after my last visit , I would never want to go back. Right from the time we sat in, we were expected to place our order, well nothing wrong in that except that we were not given the menu card and not even water. I requested for that and told the server to give me atleast 5 min time to go through the menu and we will then place our order. Our order was lassi, cappuccino , club sandwich and an Asian chicken. Given that it was Sunday , we wanted to not hurry since the restaurant was empty at 5pm in evening and we wanted to just enjoy. The food started coming in and our server gave us the vibe that he just wanted to finish clearing our table and wanted us to leave so much so that when there was already full amount of chicken in the plate, he was checking if he could clear that away knowing that we were still having food. That experience was completely turn off. This wonÇÑt be my first time dining out and I have never experienced something like that and would never want to. All in all I would say the ambience is okish, food is average and the service for us didnÇÑt worked well. It is what you have experienced and I would like to give it as a 2."
5,"First time here, and it was great. The staff is really friendly and hospitable. The dosa is great; had one every morning! The chefs come out and speak to you; they really care that you enjoy the food! The staff is very hospitable!"
5,"Wonderful place. Its Right next to Cisco, so if you are tired after work, really nice place to be. Just sit back and relax. I was attended by Kamal, he was really polite and sweet. Good place overall."
5,Lots of varieties in the breakfast. The live counters are worth trying out. Enjoyed with my family. Great ambience and hospitality. Thank you Nook team!
5,Very welcoming love the placeThe staff is very friendly Mahi is a Rockstar I have come so many times And each time it a new experienceLove the place .....
5,"Maahi was a good server. We enjoyed the breakfast at Nook. Ambience, food was very nice. First time in banglore Aloft. Had a great start for the day."
5,"An amazing place with friendly, courteous and thoroughly professional staff.. The chef DEFINITELY needs a special mention! A must try is the Cream of Mushroom Soup and Thai curry with Jasmine Rice. Overall a wonderful experience and a great time! Thank you guys."
4,"A good place for team lunch. It has good non-veg options as well as options of cuisine. The taste of the food was good in the non-veg side (since, I'm non-vegetarian, I didn't take much on the veg side). If you are looking for a posh place for team lunch, I think maybe you will like it."
4,"I went for Sunday brunch. Food wise I think this is one of the best..I have not seen any restaurant who serves lobster in a brunch. the overall spread and the quality of food is spot on. The open bar kind of creates a familiar atmosphere. So it's a good setting for a large group. However for family with kids, it's slightly uncomfortable setting and lacks a sense of privacy. Also felt bad that they charged for alocholic rate for my wife who doesn't drink!!!"
5,"i visited along with my friends.food quality is awesome and delicious.different type chicken dishes are available, continental food , Chinese,and different types of sweets and desert also available.Nice and Polite gentle behavior...Thanks to Aloft Members."
2,"Pathetic service on weekend! Reserved table for a friends get-together on a Saturday. While making the booking they confirmed that there will be buffet. But, next day just before arriving at the restaurant, someone calls to inform that they don't have buffet. Is that the time to inform???Reached the place at 12noon and they were still setting the tables. There was hardly any customer service. No one cared to take the order, and someone will come to attend after calling multiple times. Food took its sweet own time to arrive at the table. Even a simple french-fries took close to 30mins.Ç Once the food arrived, no one was courteous enough to even serve at the table. Overall experience was HORRIBLE. Will never ever visit the place."
4,"Waiters don't attend to you but food is good. Loved the bread items, pasta, veg platter. All were decent. Had a long wait before we could order or get the bill"
4,A great place for a business lunch! The place has some pretty good salad options and the thali is quite good too! Gets a bit crowded on a weekday lunch hour but the buffet is kept well stocked all the time. Don't go here expecting a quiet place for conversations though :) the constant in flow of large teams makes the noise levels slightly on the higher side! :)Ambience : 4/5Value for Money : 4/5Food : 4/5Service : 4/5
3,"An ambient place, good seating, sufficient spread, helpful staff ... all good but the food was not up to our expectations. Our meat eating friends got a raw (read undercooked) fish while we vegetarians had plenty of salt in our soup. Some stuff was good but some like vilayti subji were a mockery of us who think posh = better quality.Given the fact that it is costly on lesser mortals(read masses) this place needs improvement in the quality of food being served."
5,"The staff has been amazingly helpful. They are very cooperative. I like the helpful nature of all the staffs special shout out for ATIF, ANIMESH, JISHNU, SUMAN AND MAHINDRA cos they r very courteous friendly and professional."
1,The service staff needs to be trained to work efficiently and be courteous. It seemed they were too lazy to work and least bothered about the guests. A disappointing experience from a business hotel.While the food was really good. But the service just ruins the entire experience.
2,Very bad service..No one cares once you are in food was 1hour after order was taken and bill was given 30mins post requested..Had thalis ..Food was ok not bad and not so good.. Definitely won't visit again..
